Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating;verificador
701-69-8742;B;Mandalay;Normal;Masculino;Deportes y viajes;34.37;10;17.185;360.885;16/03/2019;10:11;Billetera Electrónica;343.7;4.761904762;17.185;6.7;True
575-67-1508;A;Yangon;Normal;Masculino;Accesorios electrónicos;38.6;1;1.93;40.53;29/01/2019;11:26;Billetera Electrónica;38.6;4.761904762;1.93;6.7;True
541-08-3113;C;Naypyitaw;Normal;Masculino;Alimentos y bebidas;65.97;8;26.388;554.148;02/02/2019;20:29;Efectivo;527.76;4.761904762;26.388;8.4;True
246-11-3901;C;Naypyitaw;Normal;Femenino;Accesorios electrónicos;32.8;10;16.4;344.4;15/02/2019;12:12;Efectivo;328.0;4.761904762;16.4;6.2;True
674-15-9296;A;Yangon;Normal;Masculino;Deportes y viajes;37.14;5;9.285;194.985;08/01/2019;13:05;Billetera Electrónica;185.7;4.761904762;9.285;5.0;True
305-18-3552;B;Mandalay;Socio;Masculino;Hogar y estilo de vida;60.38;10;30.19;633.99;12/02/2019;16:19;Efectivo;603.8;4.761904762;30.19;6.0;True
493-65-6248;C;Naypyitaw;Socio;Femenino;Deportes y viajes;36.98;10;18.49;388.29;01/01/2019;19:48;Tarjeta de Crédito;369.8;4.761904762;18.49;7.0;True
438-01-4015;B;Mandalay;Socio;Femenino;Deportes y viajes;49.49;4;9.898;207.858;21/03/2019;15:25;Billetera Electrónica;197.96;4.761904762;9.898;6.6;True
709-58-4068;B;Mandalay;Normal;Femenino;Complementos de moda;41.09;10;20.545;431.445;28/02/2019;14:42;Efectivo;410.9;4.761904762;20.545;7.3;True
795-49-7276;A;Yangon;Normal;Masculino;Complementos de moda;37.15;4;7.43;156.03;23/03/2019;18:59;Billetera Electrónica;148.6;4.761904762;7.43;8.3;True
556-72-8512;C;Naypyitaw;Normal;Masculino;Hogar y estilo de vida;22.96;1;1.148;24.108;30/01/2019;20:47;Efectivo;22.96;4.761904762;1.148;4.3;True
627-95-3243;B;Mandalay;Socio;Femenino;Hogar y estilo de vida;77.68;9;34.956;734.076;04/02/2019;13:21;Billetera Electrónica;699.12;4.761904762;34.956;9.8;True
686-41-0932;B;Mandalay;Normal;Femenino;Complementos de moda;34.7;2;3.47;72.87;13/03/2019;19:48;Billetera Electrónica;69.4;4.761904762;3.47;8.2;True
510-09-5628;A;Yangon;Socio;Femenino;Complementos de moda;19.66;10;9.83;206.43;15/03/2019;18:20;Tarjeta de Crédito;196.6;4.761904762;9.83;7.2;True
608-04-3797;B;Mandalay;Socio;Femenino;Salud y belleza;25.32;8;10.128;212.688;05/03/2019;20:24;Billetera Electrónica;202.56;4.761904762;10.128;8.7;True
148-82-2527;C;Naypyitaw;Socio;Femenino;Hogar y estilo de vida;12.12;10;6.06;127.26;05/03/2019;13:44;Tarjeta de Crédito;121.2;4.761904762;6.06;8.4;True
437-53-3084;B;Mandalay;Normal;Masculino;Complementos de moda;99.89;2;9.989;209.769;26/02/2019;11:48;Billetera Electrónica;199.78;4.761904762;9.989;7.1;True
632-32-4574;B;Mandalay;Normal;Masculino;Deportes y viajes;75.92;8;30.368;637.7280000000001;20/03/2019;14:14;Efectivo;607.36;4.761904762;30.368;5.5;True
556-97-7101;C;Naypyitaw;Normal;Femenino;Accesorios electrónicos;63.22;2;6.322;132.762;01/01/2019;15:51;Efectivo;126.44;4.761904762;6.322;8.5;True
862-59-8517;C;Naypyitaw;Normal;Femenino;Alimentos y bebidas;90.24;6;27.072;568.512;27/01/2019;11:17;Efectivo;541.44;4.761904762;27.072;6.2;True
401-18-8016;B;Mandalay;Socio;Femenino;Deportes y viajes;98.13;1;4.9065;103.0365;21/01/2019;17:36;Efectivo;98.13;4.761904762;4.9065;8.9;True
420-18-8989;A;Yangon;Socio;Femenino;Deportes y viajes;51.52;8;20.608;432.768;02/02/2019;15:47;Efectivo;412.16;4.761904762;20.608;9.6;True
277-63-2961;B;Mandalay;Socio;Masculino;Deportes y viajes;73.97;1;3.6985;77.6685;03/02/2019;15:53;Tarjeta de Crédito;73.97;4.761904762;3.6985;5.4;True
573-98-8548;C;Naypyitaw;Socio;Femenino;Complementos de moda;31.9;1;1.595;33.495;05/01/2019;12:40;Billetera Electrónica;31.9;4.761904762;1.595;9.1;True
620-02-2046;C;Naypyitaw;Normal;Masculino;Hogar y estilo de vida;69.4;2;6.94;145.74;27/01/2019;19:48;Billetera Electrónica;138.8;4.761904762;6.94;9.0;True
282-35-2475;B;Mandalay;Normal;Femenino;Deportes y viajes;93.31;2;9.331;195.951;25/03/2019;17:53;Efectivo;186.62;4.761904762;9.331;6.3;True
511-54-3087;B;Mandalay;Normal;Masculino;Deportes y viajes;88.45;1;4.4225;92.8725;25/02/2019;16:36;Tarjeta de Crédito;88.45;4.761904762;4.4225;9.5;True
726-29-6793;A;Yangon;Socio;Masculino;Accesorios electrónicos;24.18;8;9.672;203.112;28/01/2019;20:54;Billetera Electrónica;193.44;4.761904762;9.672;9.8;True
387-49-4215;B;Mandalay;Socio;Femenino;Deportes y viajes;48.5;3;7.275;152.775;08/01/2019;12:50;Efectivo;145.5;4.761904762;7.275;6.7;True
862-17-9201;B;Mandalay;Normal;Femenino;Alimentos y bebidas;84.05;6;25.215;529.515;29/01/2019;10:48;Tarjeta de Crédito;504.3;4.761904762;25.215;7.7;True
291-21-5991;B;Mandalay;Socio;Masculino;Salud y belleza;61.29;5;15.3225;321.7725;29/03/2019;14:28;Efectivo;306.45;4.761904762;15.3225;7.0;True
602-80-9671;C;Naypyitaw;Socio;Femenino;Hogar y estilo de vida;15.95;6;4.785;100.485;09/02/2019;17:15;Tarjeta de Crédito;95.7;4.761904762;4.785;5.1;True
347-72-6115;B;Mandalay;Socio;Femenino;Deportes y viajes;90.74;7;31.759;666.939;16/01/2019;18:03;Tarjeta de Crédito;635.18;4.761904762;31.759;6.2;True
209-61-0206;A;Yangon;Normal;Femenino;Hogar y estilo de vida;42.91;5;10.7275;225.2775;05/01/2019;17:29;Billetera Electrónica;214.55;4.761904762;10.7275;6.1;True
595-27-4851;A;Yangon;Normal;Femenino;Complementos de moda;54.28;7;18.998;398.958;27/01/2019;18:05;Billetera Electrónica;379.96;4.761904762;18.998;9.3;True
189-52-0236;A;Yangon;Normal;Masculino;Accesorios electrónicos;99.55;7;34.8425;731.6925;14/03/2019;12:07;Efectivo;696.85;4.761904762;34.8425;7.6;True
503-07-0930;C;Naypyitaw;Socio;Masculino;Deportes y viajes;58.39;7;20.4365;429.1665;23/02/2019;19:49;Tarjeta de Crédito;408.73;4.761904762;20.4365;8.2;True
413-20-6708;C;Naypyitaw;Socio;Femenino;Complementos de moda;51.47;1;2.5735;54.0435;18/03/2019;15:52;Billetera Electrónica;51.47;4.761904762;2.5735;8.5;True
425-85-2085;B;Mandalay;Socio;Masculino;Salud y belleza;54.86;5;13.715;288.015;29/03/2019;16:48;Billetera Electrónica;274.3;4.761904762;13.715;9.8;True
521-18-7827;C;Naypyitaw;Socio;Masculino;Hogar y estilo de vida;39.39;5;9.8475;206.7975;22/01/2019;20:46;Tarjeta de Crédito;196.95;4.761904762;9.8475;8.7;True
220-28-1851;A;Yangon;Normal;Masculino;Hogar y estilo de vida;34.73;2;3.4730000000000003;72.933;01/03/2019;18:14;Billetera Electrónica;69.46;4.761904762;3.4730000000000003;9.7;True
600-38-9738;C;Naypyitaw;Socio;Masculino;Deportes y viajes;71.92;5;17.98;377.58;17/01/2019;15:05;Tarjeta de Crédito;359.6;4.761904762;17.98;4.3;True
734-91-1155;B;Mandalay;Normal;Femenino;Accesorios electrónicos;45.71;3;6.8565;143.9865;26/03/2019;10:34;Tarjeta de Crédito;137.13;4.761904762;6.8565;7.7;True
451-28-5717;C;Naypyitaw;Socio;Femenino;Hogar y estilo de vida;83.17;6;24.951;523.971;20/03/2019;11:23;Efectivo;499.02;4.761904762;24.951;7.3;True
609-81-8548;A;Yangon;Socio;Femenino;Hogar y estilo de vida;37.44;6;11.232;235.872;06/02/2019;13:55;Tarjeta de Crédito;224.64;4.761904762;11.232;5.9;True
133-14-7229;C;Naypyitaw;Normal;Masculino;Salud y belleza;62.87;2;6.287000000000001;132.02700000000002;01/01/2019;11:43;Efectivo;125.74;4.761904762;6.287000000000001;5.0;True
534-01-4457;A;Yangon;Normal;Masculino;Alimentos y bebidas;81.71;6;24.513;514.773;27/01/2019;14:36;Tarjeta de Crédito;490.26;4.761904762;24.513;8.0;True
719-89-8991;A;Yangon;Socio;Femenino;Deportes y viajes;91.41;5;22.8525;479.9025;25/02/2019;16:03;Billetera Electrónica;457.05;4.761904762;22.8525;7.1;True
286-62-6248;B;Mandalay;Normal;Masculino;Complementos de moda;39.21;4;7.842;164.68200000000002;16/01/2019;20:03;Tarjeta de Crédito;156.84;4.761904762;7.842;9.0;True
339-38-9982;B;Mandalay;Socio;Masculino;Complementos de moda;59.86;2;5.986000000000001;125.706;13/01/2019;14:55;Billetera Electrónica;119.72;4.761904762;5.986000000000001;6.7;True
827-44-5872;B;Mandalay;Socio;Femenino;Alimentos y bebidas;54.36;10;27.18;570.78;07/02/2019;11:28;Tarjeta de Crédito;543.6;4.761904762;27.18;6.1;True
827-77-7633;A;Yangon;Normal;Masculino;Deportes y viajes;98.09;9;44.1405;926.9505;17/02/2019;19:41;Efectivo;882.81;4.761904762;44.1405;9.3;True
287-83-1405;A;Yangon;Normal;Masculino;Salud y belleza;25.43;6;7.629;160.209;12/02/2019;19:01;Billetera Electrónica;152.58;4.761904762;7.629;7.0;True
435-13-4908;A;Yangon;Socio;Masculino;Complementos de moda;86.68;8;34.672;728.112;24/01/2019;18:04;Tarjeta de Crédito;693.44;4.761904762;34.672;7.2;True
857-67-9057;B;Mandalay;Normal;Masculino;Accesorios electrónicos;22.95;10;11.475;240.975;06/02/2019;19:20;Billetera Electrónica;229.5;4.761904762;11.475;8.2;True
236-27-1144;C;Naypyitaw;Normal;Femenino;Alimentos y bebidas;16.31;9;7.3395;154.1295;26/03/2019;10:31;Billetera Electrónica;146.79;4.761904762;7.3395;8.4;True
892-05-6689;A;Yangon;Normal;Femenino;Hogar y estilo de vida;28.32;5;7.08;148.68;11/03/2019;13:28;Billetera Electrónica;141.6;4.761904762;7.08;6.2;True
583-41-4548;C;Naypyitaw;Normal;Masculino;Hogar y estilo de vida;16.67;7;5.8345;122.5245;07/02/2019;11:36;Billetera Electrónica;116.69;4.761904762;5.8345;7.4;True
339-12-4827;B;Mandalay;Socio;Femenino;Complementos de moda;73.96;1;3.698;77.658;05/01/2019;11:32;Tarjeta de Crédito;73.96;4.761904762;3.698;5.0;True
643-38-7867;A;Yangon;Normal;Masculino;Hogar y estilo de vida;97.94;1;4.897;102.837;07/03/2019;11:44;Billetera Electrónica;97.94;4.761904762;4.897;6.9;True
308-81-0538;A;Yangon;Normal;Femenino;Complementos de moda;73.05;4;14.61;306.81;25/02/2019;17:16;Tarjeta de Crédito;292.2;4.761904762;14.61;4.9;True
358-88-9262;C;Naypyitaw;Socio;Femenino;Alimentos y bebidas;87.48;6;26.244;551.124;01/02/2019;18:43;Billetera Electrónica;524.88;4.761904762;26.244;5.1;True
460-35-4390;A;Yangon;Normal;Masculino;Hogar y estilo de vida;30.68;3;4.602;96.642;22/01/2019;11:00;Billetera Electrónica;92.04;4.761904762;4.602;9.1;True
343-87-0864;C;Naypyitaw;Socio;Masculino;Salud y belleza;75.88;1;3.794;79.67399999999999;03/01/2019;10:30;Tarjeta de Crédito;75.88;4.761904762;3.794;7.1;True
173-50-1108;B;Mandalay;Socio;Femenino;Deportes y viajes;20.18;4;4.0360000000000005;84.756;13/02/2019;12:14;Tarjeta de Crédito;80.72;4.761904762;4.0360000000000005;5.0;True
243-47-2663;C;Naypyitaw;Socio;Masculino;Accesorios electrónicos;18.77;6;5.631;118.251;28/01/2019;16:43;Tarjeta de Crédito;112.62;4.761904762;5.631;5.5;True
841-18-8232;B;Mandalay;Normal;Femenino;Alimentos y bebidas;71.2;1;3.56;74.76;05/01/2019;20:40;Tarjeta de Crédito;71.2;4.761904762;3.56;9.2;True
701-23-5550;B;Mandalay;Socio;Masculino;Hogar y estilo de vida;38.81;4;7.762;163.002;19/03/2019;13:40;Billetera Electrónica;155.24;4.761904762;7.762;4.9;True
647-50-1224;A;Yangon;Normal;Femenino;Complementos de moda;29.42;10;14.71;308.91;12/01/2019;16:23;Billetera Electrónica;294.2;4.761904762;14.71;8.9;True
541-48-8554;A;Yangon;Normal;Masculino;Deportes y viajes;60.95;9;27.4275;575.9775;07/01/2019;12:08;Tarjeta de Crédito;548.55;4.761904762;27.4275;6.0;True
539-21-7227;B;Mandalay;Normal;Femenino;Deportes y viajes;51.54;5;12.885;270.585;26/01/2019;17:45;Efectivo;257.7;4.761904762;12.885;4.2;True
213-32-1216;A;Yangon;Normal;Femenino;Accesorios electrónicos;66.06;6;19.818;416.17800000000005;23/01/2019;10:28;Efectivo;396.36;4.761904762;19.818;7.3;True
747-58-7183;B;Mandalay;Normal;Masculino;Complementos de moda;57.27;3;8.5905;180.4005;09/02/2019;20:31;Billetera Electrónica;171.81;4.761904762;8.5905;6.5;True
582-52-8065;B;Mandalay;Normal;Femenino;Complementos de moda;54.31;9;24.4395;513.2295;22/02/2019;10:49;Efectivo;488.79;4.761904762;24.4395;8.9;True
210-57-1719;B;Mandalay;Normal;Femenino;Salud y belleza;58.24;9;26.208;550.368;05/02/2019;12:34;Efectivo;524.16;4.761904762;26.208;9.7;True
399-69-4630;C;Naypyitaw;Normal;Masculino;Accesorios electrónicos;22.21;6;6.662999999999999;139.923;07/03/2019;10:23;Tarjeta de Crédito;133.26;4.761904762;6.662999999999999;8.6;True
134-75-2619;A;Yangon;Socio;Masculino;Accesorios electrónicos;19.32;7;6.7620000000000005;142.002;25/03/2019;18:51;Efectivo;135.24;4.761904762;6.7620000000000005;6.9;True
356-44-8813;B;Mandalay;Normal;Masculino;Hogar y estilo de vida;37.48;3;5.622000000000001;118.062;20/01/2019;13:45;Tarjeta de Crédito;112.44;4.761904762;5.622000000000001;7.7;True
198-66-9832;B;Mandalay;Socio;Femenino;Complementos de moda;72.04;2;7.204;151.284;04/02/2019;19:38;Efectivo;144.08;4.761904762;7.204;9.5;True
283-26-5248;C;Naypyitaw;Socio;Femenino;Alimentos y bebidas;98.52;10;49.26;1034.46;30/01/2019;20:23;Billetera Electrónica;985.2;4.761904762;49.26;4.5;True
712-39-0363;A;Yangon;Socio;Masculino;Alimentos y bebidas;41.66;6;12.498;262.458;02/01/2019;15:24;Billetera Electrónica;249.96;4.761904762;12.498;5.6;True
218-59-9410;A;Yangon;Socio;Femenino;Hogar y estilo de vida;72.42;3;10.863;228.123;29/03/2019;16:54;Billetera Electrónica;217.26;4.761904762;10.863;8.2;True
174-75-0888;B;Mandalay;Normal;Masculino;Accesorios electrónicos;21.58;9;9.711;203.931;14/03/2019;12:32;Efectivo;194.22;4.761904762;9.711;7.3;True
866-99-7614;C;Naypyitaw;Normal;Masculino;Alimentos y bebidas;89.2;10;44.6;936.6;11/02/2019;15:42;Tarjeta de Crédito;892.0;4.761904762;44.6;4.4;True
134-54-4720;B;Mandalay;Normal;Femenino;Accesorios electrónicos;42.42;8;16.968;356.32800000000003;30/01/2019;13:58;Billetera Electrónica;339.36;4.761904762;16.968;5.7;True
760-90-2357;A;Yangon;Socio;Masculino;Accesorios electrónicos;74.51;6;22.353;469.413;20/03/2019;15:08;Billetera Electrónica;447.06;4.761904762;22.353;5.0;True
514-37-2845;B;Mandalay;Normal;Masculino;Complementos de moda;99.25;2;9.925;208.425;20/03/2019;13:02;Efectivo;198.5;4.761904762;9.925;9.0;True
698-98-5964;A;Yangon;Normal;Femenino;Alimentos y bebidas;81.21;10;40.605;852.705;17/01/2019;13:01;Tarjeta de Crédito;812.1;4.761904762;40.605;6.3;True
718-57-9773;C;Naypyitaw;Normal;Femenino;Deportes y viajes;49.33;10;24.665;517.965;03/02/2019;16:40;Tarjeta de Crédito;493.3;4.761904762;24.665;9.4;True
651-88-7328;A;Yangon;Normal;Femenino;Complementos de moda;65.74;9;29.583;621.243;01/01/2019;13:55;Efectivo;591.66;4.761904762;29.583;7.7;True
241-11-2261;B;Mandalay;Normal;Femenino;Complementos de moda;79.86;7;27.951;586.971;10/01/2019;10:33;Tarjeta de Crédito;559.02;4.761904762;27.951;5.5;True
408-26-9866;C;Naypyitaw;Normal;Femenino;Deportes y viajes;73.98;7;25.893;543.753;02/03/2019;16:42;Billetera Electrónica;517.86;4.761904762;25.893;4.1;True
834-83-1826;B;Mandalay;Socio;Femenino;Hogar y estilo de vida;82.04;5;20.51;430.71;25/02/2019;17:16;Tarjeta de Crédito;410.2;4.761904762;20.51;7.6;True
343-61-3544;B;Mandalay;Socio;Masculino;Deportes y viajes;26.67;10;13.335;280.035;29/01/2019;11:48;Efectivo;266.7;4.761904762;13.335;8.6;True
239-48-4278;A;Yangon;Socio;Masculino;Alimentos y bebidas;10.13;7;3.5455;74.4555;10/03/2019;19:35;Billetera Electrónica;70.91;4.761904762;3.5455;8.3;True
355-34-6244;B;Mandalay;Normal;Masculino;Alimentos y bebidas;72.39;2;7.239;152.019;13/01/2019;19:55;Tarjeta de Crédito;144.78;4.761904762;7.239;8.1;True
550-84-8664;A;Yangon;Normal;Masculino;Deportes y viajes;85.91;5;21.4775;451.0275;22/03/2019;14:33;Tarjeta de Crédito;429.55;4.761904762;21.4775;8.6;True
339-96-8318;B;Mandalay;Socio;Masculino;Complementos de moda;81.31;7;28.4585;597.6285;01/03/2019;19:49;Billetera Electrónica;569.17;4.761904762;28.4585;6.3;True
458-61-0011;B;Mandalay;Normal;Masculino;Alimentos y bebidas;60.3;4;12.06;253.26;20/02/2019;18:43;Efectivo;241.2;4.761904762;12.06;5.8;True
592-34-6155;C;Naypyitaw;Normal;Masculino;Alimentos y bebidas;31.77;4;6.354;133.434;14/01/2019;14:43;Billetera Electrónica;127.08;4.761904762;6.354;6.2;True
797-88-0493;A;Yangon;Normal;Femenino;Salud y belleza;64.27;4;12.854;269.934;26/03/2019;13:54;Efectivo;257.08;4.761904762;12.854;7.7;True
207-73-1363;B;Mandalay;Normal;Masculino;Salud y belleza;69.51;2;6.9510000000000005;145.971;01/03/2019;12:15;Billetera Electrónica;139.02;4.761904762;6.9510000000000005;8.1;True
390-31-6381;C;Naypyitaw;Normal;Masculino;Alimentos y bebidas;27.22;3;4.083;85.743;07/01/2019;12:37;Efectivo;81.66;4.761904762;4.083;7.3;True
443-82-0585;A;Yangon;Socio;Femenino;Salud y belleza;77.68;4;15.536;326.256;01/02/2019;19:54;Efectivo;310.72;4.761904762;15.536;8.4;True
339-18-7061;C;Naypyitaw;Socio;Femenino;Complementos de moda;92.98;2;9.298;195.258;13/02/2019;15:06;Tarjeta de Crédito;185.96;4.761904762;9.298;8.0;True
359-90-3665;B;Mandalay;Socio;Femenino;Complementos de moda;18.08;4;3.616;75.936;14/01/2019;18:03;Tarjeta de Crédito;72.32;4.761904762;3.616;9.5;True
375-72-3056;B;Mandalay;Normal;Masculino;Deportes y viajes;63.06;3;9.459;198.639;19/01/2019;15:58;Billetera Electrónica;189.18;4.761904762;9.459;7.0;True
127-47-6963;A;Yangon;Normal;Masculino;Salud y belleza;51.71;4;10.342;217.182;09/03/2019;13:53;Tarjeta de Crédito;206.84;4.761904762;10.342;9.8;True
278-86-2735;A;Yangon;Normal;Femenino;Alimentos y bebidas;52.34;3;7.851;164.87099999999998;27/03/2019;14:03;Efectivo;157.02;4.761904762;7.851;9.2;True
695-28-6250;A;Yangon;Normal;Femenino;Deportes y viajes;43.06;5;10.765;226.065;04/02/2019;16:38;Billetera Electrónica;215.3;4.761904762;10.765;7.7;True
379-17-6588;C;Naypyitaw;Normal;Masculino;Complementos de moda;59.61;10;29.805;625.905;14/03/2019;11:07;Efectivo;596.1;4.761904762;29.805;5.3;True
227-50-3718;A;Yangon;Normal;Masculino;Salud y belleza;14.62;5;3.655;76.755;04/03/2019;12:23;Efectivo;73.1;4.761904762;3.655;4.4;True
302-15-2162;C;Naypyitaw;Socio;Masculino;Salud y belleza;46.53;6;13.959;293.139;03/03/2019;10:54;Tarjeta de Crédito;279.18;4.761904762;13.959;4.3;True
788-07-8452;C;Naypyitaw;Socio;Femenino;Hogar y estilo de vida;24.24;7;8.484;178.16400000000002;27/01/2019;17:38;Billetera Electrónica;169.68;4.761904762;8.484;9.4;True
560-49-6611;A;Yangon;Socio;Femenino;Deportes y viajes;45.58;1;2.279;47.859;07/02/2019;14:13;Efectivo;45.58;4.761904762;2.279;9.8;True
880-35-0356;A;Yangon;Socio;Femenino;Deportes y viajes;75.2;3;11.28;236.88;05/02/2019;11:51;Billetera Electrónica;225.6;4.761904762;11.28;4.8;True
585-11-6748;B;Mandalay;Socio;Masculino;Deportes y viajes;96.8;3;14.52;304.92;15/03/2019;13:05;Efectivo;290.4;4.761904762;14.52;5.3;True
470-31-3286;B;Mandalay;Normal;Masculino;Salud y belleza;14.82;3;2.2230000000000003;46.683;01/03/2019;11:30;Tarjeta de Crédito;44.46;4.761904762;2.2230000000000003;8.7;True
152-68-2907;A;Yangon;Normal;Masculino;Alimentos y bebidas;52.2;3;7.83;164.43;15/02/2019;13:30;Tarjeta de Crédito;156.6;4.761904762;7.83;9.5;True
123-35-4896;C;Naypyitaw;Normal;Femenino;Deportes y viajes;46.66;9;20.997;440.937;17/02/2019;19:11;Billetera Electrónica;419.94;4.761904762;20.997;5.3;True
258-69-7810;C;Naypyitaw;Normal;Femenino;Complementos de moda;36.85;5;9.2125;193.4625;26/01/2019;18:53;Efectivo;184.25;4.761904762;9.2125;9.2;True
334-64-2006;A;Yangon;Socio;Femenino;Hogar y estilo de vida;70.32;2;7.032;147.672;24/03/2019;14:22;Billetera Electrónica;140.64;4.761904762;7.032;9.6;True
219-61-4139;C;Naypyitaw;Normal;Masculino;Accesorios electrónicos;83.08;1;4.154;87.234;23/01/2019;17:16;Billetera Electrónica;83.08;4.761904762;4.154;6.4;True
881-41-7302;C;Naypyitaw;Normal;Femenino;Complementos de moda;64.99;1;3.2495;68.2395;26/01/2019;10:06;Tarjeta de Crédito;64.99;4.761904762;3.2495;4.5;True
373-09-4567;C;Naypyitaw;Normal;Masculino;Alimentos y bebidas;77.56;10;38.78;814.38;14/03/2019;20:35;Billetera Electrónica;775.6;4.761904762;38.78;6.9;True
642-30-6693;B;Mandalay;Normal;Femenino;Deportes y viajes;54.51;6;16.352999999999998;343.413;17/03/2019;13:54;Billetera Electrónica;327.06;4.761904762;16.352999999999998;7.8;True
484-22-8230;C;Naypyitaw;Socio;Femenino;Complementos de moda;51.89;7;18.1615;381.3915;08/01/2019;20:08;Efectivo;363.23;4.761904762;18.1615;4.5;True
830-58-2383;B;Mandalay;Normal;Masculino;Hogar y estilo de vida;31.75;4;6.35;133.35;08/02/2019;15:26;Efectivo;127.0;4.761904762;6.35;8.6;True
559-98-9873;A;Yangon;Socio;Femenino;Complementos de moda;53.65;7;18.7775;394.3275;10/02/2019;12:56;Billetera Electrónica;375.55;4.761904762;18.7775;5.2;True
544-32-5024;C;Naypyitaw;Socio;Femenino;Alimentos y bebidas;49.79;4;9.958;209.118;28/03/2019;19:16;Tarjeta de Crédito;199.16;4.761904762;9.958;6.4;True
318-12-0304;A;Yangon;Normal;Masculino;Complementos de moda;30.61;1;1.5305;32.1405;23/01/2019;12:20;Billetera Electrónica;30.61;4.761904762;1.5305;5.2;True
349-97-8902;B;Mandalay;Socio;Masculino;Alimentos y bebidas;57.89;2;5.789;121.569;17/01/2019;10:37;Billetera Electrónica;115.78;4.761904762;5.789;8.9;True
421-95-9805;A;Yangon;Normal;Femenino;Accesorios electrónicos;28.96;1;1.4480000000000002;30.408;07/02/2019;10:18;Tarjeta de Crédito;28.96;4.761904762;1.4480000000000002;6.2;True
277-35-5865;C;Naypyitaw;Socio;Femenino;Alimentos y bebidas;98.97;9;44.5365;935.2665;09/03/2019;11:23;Efectivo;890.73;4.761904762;44.5365;6.7;True
789-23-8625;B;Mandalay;Socio;Masculino;Complementos de moda;93.22;3;13.983;293.643;24/01/2019;11:45;Efectivo;279.66;4.761904762;13.983;7.2;True
284-54-4231;C;Naypyitaw;Socio;Masculino;Deportes y viajes;80.93;1;4.0465;84.9765;19/01/2019;16:08;Tarjeta de Crédito;80.93;4.761904762;4.0465;9.0;True
443-59-0061;A;Yangon;Socio;Masculino;Alimentos y bebidas;67.45;10;33.725;708.225;03/02/2019;11:25;Billetera Electrónica;674.5;4.761904762;33.725;4.2;True
509-29-3912;A;Yangon;Socio;Femenino;Deportes y viajes;38.72;9;17.424;365.904;20/03/2019;12:24;Billetera Electrónica;348.48;4.761904762;17.424;4.2;True
327-40-9673;B;Mandalay;Socio;Masculino;Deportes y viajes;72.6;6;21.78;457.38;13/01/2019;19:51;Efectivo;435.6;4.761904762;21.78;6.9;True
840-19-2096;C;Naypyitaw;Socio;Masculino;Accesorios electrónicos;87.91;5;21.9775;461.5275;14/03/2019;18:10;Billetera Electrónica;439.55;4.761904762;21.9775;4.4;True
828-46-6863;A;Yangon;Socio;Masculino;Alimentos y bebidas;98.53;6;29.559;620.739;23/01/2019;11:22;Tarjeta de Crédito;591.18;4.761904762;29.559;4.0;True
641-96-3695;C;Naypyitaw;Socio;Femenino;Complementos de moda;43.46;6;13.038;273.798;07/02/2019;17:55;Billetera Electrónica;260.76;4.761904762;13.038;8.5;True
420-97-3340;A;Yangon;Normal;Femenino;Alimentos y bebidas;71.68;3;10.752;225.792;28/03/2019;15:30;Tarjeta de Crédito;215.04;4.761904762;10.752;9.2;True
436-54-4512;A;Yangon;Socio;Femenino;Alimentos y bebidas;91.61;1;4.5805;96.1905;20/03/2019;19:44;Efectivo;91.61;4.761904762;4.5805;9.8;True
670-79-6321;B;Mandalay;Socio;Femenino;Hogar y estilo de vida;94.59;7;33.1065;695.2365;17/01/2019;15:27;Tarjeta de Crédito;662.13;4.761904762;33.1065;4.9;True
852-62-7105;B;Mandalay;Normal;Femenino;Complementos de moda;83.25;10;41.625;874.125;12/01/2019;11:25;Tarjeta de Crédito;832.5;4.761904762;41.625;4.4;True
598-06-7312;B;Mandalay;Socio;Masculino;Complementos de moda;91.35;1;4.5675;95.9175;16/02/2019;15:42;Efectivo;91.35;4.761904762;4.5675;6.8;True
135-13-8269;B;Mandalay;Socio;Femenino;Alimentos y bebidas;78.88;2;7.888;165.648;26/01/2019;16:04;Efectivo;157.76;4.761904762;7.888;9.1;True
816-57-2053;A;Yangon;Normal;Masculino;Deportes y viajes;60.87;2;6.087000000000001;127.827;09/03/2019;12:37;Billetera Electrónica;121.74;4.761904762;6.087000000000001;8.7;True
628-90-8624;B;Mandalay;Socio;Masculino;Salud y belleza;82.58;10;41.29;867.09;14/03/2019;14:41;Efectivo;825.8;4.761904762;41.29;5.0;True
856-66-2701;A;Yangon;Socio;Masculino;Hogar y estilo de vida;53.3;3;7.995;167.895;25/01/2019;14:19;Billetera Electrónica;159.9;4.761904762;7.995;7.5;True
308-39-1707;A;Yangon;Normal;Femenino;Complementos de moda;12.09;1;0.6045;12.6945;26/01/2019;18:19;Tarjeta de Crédito;12.09;4.761904762;0.6045;8.2;True
149-61-1929;A;Yangon;Normal;Masculino;Deportes y viajes;64.19;10;32.095;673.995;19/01/2019;14:08;Tarjeta de Crédito;641.9;4.761904762;32.095;6.7;True
655-07-2265;A;Yangon;Normal;Masculino;Accesorios electrónicos;78.31;3;11.7465;246.6765;05/03/2019;16:38;Billetera Electrónica;234.93;4.761904762;11.7465;5.4;True
